instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,kaggle_fold,high_card,cnt_REGR,cnt_CLASS,cnt_MULTICLASS
15230,2012-10-01,4_fall,2012,10,18,0,1_Mon,Yes,3_light rain,18.320000000000004,18.9998,0.64,7.0015,42,571,613,train,0.64,6.419994928147142,1_high,2_very_high
15231,2012-10-01,4_fall,2012,10,19,0,1_Mon,Yes,2_misty,17.380000000000003,18.0032,0.68,7.0015,33,483,516,train,0.68,6.248042874508429,1_high,1_high
15232,2012-10-01,4_fall,2012,10,20,0,1_Mon,Yes,3_light rain,17.380000000000003,18.0032,0.68,NA,11,251,262,train,0.68,5.572154032177765,0_low,0_low
15233,2012-10-01,4_fall,2012,10,21,0,1_Mon,Yes,2_misty,17.380000000000003,18.0032,0.73,8.9981,13,205,218,train,0.73,5.389071729816501,0_low,0_low
15234,2012-10-01,4_fall,2012,10,22,0,1_Mon,Yes,3_light rain,17.380000000000003,18.0032,0.77,6.0032,17,190,207,train,0.77,5.337538079701318,0_low,0_low
15235,2012-10-01,4_fall,2012,10,23,0,1_Mon,Yes,3_light rain,17.380000000000003,18.0032,0.77,NA,17,88,105,train,0.77,4.663439094112067,0_low,0_low
15236,2012-10-02,4_fall,2012,10,00,0,2_Tue,Yes,2_misty,18.320000000000004,18.9998,0.73,NA,1,30,31,train,0.73,3.4657359027997265,0_low,0_low
15237,2012-10-02,4_fall,2012,10,01,0,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.77,7.0015,0,11,11,train,0.77,2.4849066497880004,0_low,0_low
15238,2012-10-02,4_fall,2012,10,02,NA,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.77,7.0015,0,2,2,train,0.77,1.0986122886681098,0_low,0_low
15239,2012-10-02,4_fall,2012,10,03,0,2_Tue,Yes,2_misty,17.380000000000003,18.0032,0.88,12.998000000000001,1,4,5,train,0.88,1.791759469228055,0_low,0_low
15240,2012-10-02,4_fall,2012,10,04,0,2_Tue,Yes,2_misty,18.320000000000004,18.9998,0.83,6.0032,2,8,10,train,0.83,2.3978952727983707,0_low,0_low
15241,2012-10-02,4_fall,2012,10,05,0,2_Tue,Yes,2_misty,18.320000000000004,18.9998,0.83,8.9981,1,42,43,train,0.83,3.784189633918261,0_low,0_low
15242,2012-10-02,4_fall,2012,10,06,0,2_Tue,Yes,3_light rain,19.259999999999998,20.003,0.83,7.0015,3,176,179,train,0.83,5.19295685089021,0_low,0_low
15243,2012-10-02,4_fall,2012,10,07,NA,2_Tue,Yes,3_light rain,19.259999999999998,20.003,0.83,7.0015,4,256,260,train,0.83,5.564520407322694,0_low,0_low
15244,2012-10-02,4_fall,2012,10,08,0,2_Tue,Yes,3_light rain,20.2,20.003,0.88,NA,6,128,134,train,0.88,4.90527477843843,0_low,0_low
15245,2012-10-02,4_fall,2012,10,09,0,2_Tue,Yes,3_light rain,19.259999999999998,20.003,0.88,8.9981,3,83,86,train,0.88,4.465908118654584,0_low,0_low
15246,2012-10-02,4_fall,2012,10,10,0,2_Tue,Yes,3_light rain,19.259999999999998,20.003,0.88,8.9981,3,42,45,train,0.88,3.828641396489095,0_low,0_low
15247,2012-10-02,4_fall,2012,10,11,0,2_Tue,Yes,3_light rain,19.259999999999998,20.003,0.94,8.9981,7,92,99,train,0.94,4.605170185988092,0_low,0_low
15248,2012-10-02,4_fall,2012,10,12,0,2_Tue,Yes,2_misty,20.2,20.003,0.88,12.998000000000001,6,98,104,train,0.88,4.653960350157523,0_low,0_low
15249,2012-10-02,4_fall,2012,10,13,NA,2_Tue,Yes,2_misty,20.2,20.003,0.88,8.9981,6,148,154,train,0.88,5.043425116919247,0_low,0_low
15250,2012-10-02,4_fall,2012,10,14,0,2_Tue,Yes,3_light rain,20.2,20.003,0.88,8.9981,16,147,163,train,0.88,5.099866427824199,0_low,0_low
15251,2012-10-02,4_fall,2012,10,15,0,2_Tue,Yes,3_light rain,21.14,22.0028,0.83,8.9981,14,195,209,train,0.83,5.3471075307174685,0_low,0_low
15252,2012-10-02,4_fall,2012,10,16,NA,2_Tue,Yes,3_light rain,21.14,20.9996,0.88,8.9981,46,328,374,train,0.88,5.926926025970411,1_high,1_high
15253,2012-10-02,4_fall,2012,10,17,0,2_Tue,Yes,3_light rain,21.14,20.9996,0.88,7.0015,38,677,715,train,0.88,6.573680166960646,1_high,2_very_high
15254,2012-10-02,4_fall,2012,10,18,0,2_Tue,Yes,3_light rain,21.14,20.003,0.94,6.0032,48,639,687,train,0.94,6.5337888379333435,1_high,2_very_high
15255,2012-10-02,4_fall,2012,10,19,0,2_Tue,Yes,3_light rain,21.14,20.003,0.94,NA,27,368,395,train,0.94,5.981414211254481,1_high,1_high
15256,2012-10-02,4_fall,2012,10,20,0,2_Tue,Yes,3_light rain,21.14,20.003,0.94,8.9981,20,286,306,train,0.94,5.726847747587197,0_low,0_low
15257,2012-10-02,4_fall,2012,10,21,0,2_Tue,Yes,3_light rain,21.14,20.003,0.94,7.0015,24,265,289,train,0.94,5.66988092298052,0_low,0_low
15258,2012-10-02,4_fall,2012,10,22,NA,2_Tue,Yes,2_misty,21.14,20.003,0.94,7.0015,28,212,240,train,0.94,5.484796933490655,0_low,0_low
15259,2012-10-02,4_fall,2012,10,23,0,2_Tue,Yes,2_misty,21.14,20.003,0.94,NA,11,87,98,train,0.94,4.59511985013459,0_low,0_low
15260,2012-10-03,4_fall,2012,10,00,0,3_Wed,Yes,3_light rain,21.14,20.003,0.94,NA,5,47,52,train,0.94,3.970291913552122,0_low,0_low
15261,2012-10-03,4_fall,2012,10,01,0,3_Wed,Yes,2_misty,21.14,20.003,0.94,NA,3,16,19,train,0.94,2.995732273553991,0_low,0_low
15262,2012-10-03,4_fall,2012,10,02,0,3_Wed,Yes,2_misty,21.14,20.003,0.94,NA,2,7,9,train,0.94,2.302585092994046,0_low,0_low
15263,2012-10-03,4_fall,2012,10,03,0,3_Wed,Yes,2_misty,20.2,18.0032,0.94,NA,0,7,7,train,0.94,2.0794415416798357,0_low,0_low
15264,2012-10-03,4_fall,2012,10,04,0,3_Wed,Yes,2_misty,20.2,17,1,NA,2,9,11,train,1,2.4849066497880004,0_low,0_low
15265,2012-10-03,4_fall,2012,10,05,0,3_Wed,Yes,2_misty,21.14,20.003,0.94,7.0015,2,32,34,train,0.94,3.5553480614894135,0_low,0_low
15266,2012-10-03,4_fall,2012,10,06,NA,3_Wed,Yes,2_misty,20.2,18.0032,0.94,8.9981,4,173,177,train,0.94,5.181783550292085,0_low,0_low
15267,2012-10-03,4_fall,2012,10,07,NA,3_Wed,Yes,2_misty,20.2,18.0032,0.94,12.998000000000001,11,504,515,train,0.94,6.246106765481563,1_high,1_high
15268,2012-10-03,4_fall,2012,10,08,NA,3_Wed,Yes,2_misty,21.14,20.9996,0.88,7.0015,28,781,809,train,0.88,6.697034247666484,1_high,2_very_high
15269,2012-10-03,4_fall,2012,10,09,NA,3_Wed,Yes,2_misty,21.14,22.0028,0.83,12.998000000000001,30,332,362,train,0.83,5.8944028342648505,1_high,1_high
15270,2012-10-03,4_fall,2012,10,10,NA,3_Wed,Yes,1_clear,23.020000000000003,24.0026,0.78,11.0014,29,146,175,train,0.78,5.170483995038151,0_low,0_low
15271,2012-10-03,4_fall,2012,10,11,0,3_Wed,Yes,1_clear,23.020000000000003,24.0026,0.78,11.0014,52,178,230,train,0.78,5.442417710521793,0_low,0_low
15272,2012-10-03,4_fall,2012,10,12,0,3_Wed,Yes,2_misty,24.9,26.998999999999995,0.7,7.0015,69,289,358,train,0.7,5.883322388488279,1_high,1_high
15273,2012-10-03,4_fall,2012,10,13,0,3_Wed,Yes,2_misty,24.9,28.002199999999995,0.74,7.0015,55,224,279,train,0.74,5.634789603169249,0_low,0_low
15274,2012-10-03,4_fall,2012,10,14,0,3_Wed,Yes,2_misty,25.839999999999996,28.998799999999996,0.7,11.0014,56,195,251,train,0.7,5.529429087511423,0_low,0_low
15275,2012-10-03,4_fall,2012,10,15,0,3_Wed,Yes,2_misty,25.839999999999996,28.998799999999996,0.62,11.0014,59,260,319,train,0.62,5.768320995793772,0_low,0_low
15276,2012-10-03,4_fall,2012,10,16,0,3_Wed,Yes,2_misty,25.839999999999996,28.002199999999995,0.58,NA,42,436,478,train,0.58,6.171700597410915,1_high,1_high
15277,2012-10-03,4_fall,2012,10,17,0,3_Wed,Yes,1_clear,24.9,26.998999999999995,0.65,NA,84,833,917,train,0.65,6.822197390620491,1_high,2_very_high
15278,2012-10-03,4_fall,2012,10,18,0,3_Wed,Yes,1_clear,24.9,26.998999999999995,0.65,NA,54,756,810,train,0.65,6.698268054115413,1_high,2_very_high
15279,2012-10-03,4_fall,2012,10,19,0,3_Wed,Yes,1_clear,24.9,26.998999999999995,0.65,NA,49,544,593,train,0.65,6.386879319362645,1_high,2_very_high
15280,2012-10-03,4_fall,2012,10,20,0,3_Wed,Yes,1_clear,24.9,26.998999999999995,0.65,NA,48,449,497,train,0.65,6.210600077024653,1_high,1_high
15281,2012-10-03,4_fall,2012,10,21,0,3_Wed,Yes,2_misty,23.020000000000003,24.999200000000002,0.74,NA,14,195,209,train,0.74,5.3471075307174685,0_low,0_low
15282,2012-10-03,4_fall,2012,10,22,0,3_Wed,Yes,1_clear,23.020000000000003,24.999200000000002,0.74,NA,9,232,241,train,0.74,5.488937726156687,0_low,0_low
15283,2012-10-03,4_fall,2012,10,23,0,3_Wed,Yes,2_misty,23.020000000000003,24.0026,0.78,NA,21,199,220,train,0.78,5.3981627015177525,0_low,0_low
15284,2012-10-04,4_fall,2012,10,00,0,4_Thu,Yes,3_light rain,22.080000000000002,22.0028,0.89,NA,11,65,76,train,0.89,4.343805421853684,0_low,0_low
15285,2012-10-04,4_fall,2012,10,01,0,4_Thu,Yes,2_misty,21.14,20.003,0.94,NA,2,23,25,train,0.94,3.258096538021482,0_low,0_low
15286,2012-10-04,4_fall,2012,10,02,0,4_Thu,Yes,1_clear,22.080000000000002,22.0028,0.89,NA,3,10,13,train,0.89,2.6390573296152584,0_low,0_low
15287,2012-10-04,4_fall,2012,10,03,0,4_Thu,Yes,2_misty,21.14,20.9996,0.88,NA,5,6,11,train,0.88,2.4849066497880004,0_low,0_low
15288,2012-10-04,4_fall,2012,10,04,0,4_Thu,Yes,2_misty,22.080000000000002,22.0028,0.89,NA,0,10,10,train,0.89,2.3978952727983707,0_low,0_low
15289,2012-10-04,4_fall,2012,10,05,0,4_Thu,Yes,3_light rain,22.080000000000002,22.0028,0.89,7.0015,2,37,39,train,0.89,3.6888794541139363,0_low,0_low
15290,2012-10-04,4_fall,2012,10,06,0,4_Thu,Yes,3_light rain,21.14,20.003,0.94,6.0032,1,132,133,train,0.94,4.897839799950911,0_low,0_low
15291,2012-10-04,4_fall,2012,10,07,0,4_Thu,Yes,2_misty,22.080000000000002,22.0028,0.89,6.0032,12,379,391,train,0.89,5.971261839790462,1_high,1_high
15292,2012-10-04,4_fall,2012,10,08,0,4_Thu,Yes,1_clear,22.080000000000002,22.0028,0.89,NA,27,711,738,train,0.89,6.6052979209482015,1_high,2_very_high
15293,2012-10-04,4_fall,2012,10,09,NA,4_Thu,Yes,2_misty,22.080000000000002,22.0028,0.89,12.998000000000001,40,319,359,train,0.89,5.886104031450156,1_high,1_high
15294,2012-10-04,4_fall,2012,10,10,0,4_Thu,Yes,2_misty,23.020000000000003,24.0026,0.83,8.9981,27,150,177,train,0.83,5.181783550292085,0_low,0_low
15295,2012-10-04,4_fall,2012,10,11,0,4_Thu,Yes,2_misty,24.9,26.998999999999995,0.7,7.0015,38,176,214,train,0.7,5.3706380281276624,0_low,0_low
15296,2012-10-04,4_fall,2012,10,12,0,4_Thu,Yes,2_misty,25.839999999999996,28.002199999999995,0.54,12.998000000000001,57,231,288,train,0.54,5.666426688112432,0_low,0_low
15297,2012-10-04,4_fall,2012,10,13,0,4_Thu,Yes,2_misty,25.839999999999996,28.002199999999995,0.58,22.0028,63,231,294,train,0.58,5.68697535633982,0_low,0_low
15298,2012-10-04,4_fall,2012,10,14,0,4_Thu,Yes,1_clear,24.9,26.998999999999995,0.61,16.997899999999998,56,211,267,train,0.61,5.5909869805108565,0_low,0_low
15299,2012-10-04,4_fall,2012,10,15,0,4_Thu,Yes,1_clear,25.839999999999996,28.002199999999995,0.54,19.0012,77,248,325,train,0.54,5.786897381366708,1_high,1_high
15300,2012-10-04,4_fall,2012,10,16,0,4_Thu,Yes,1_clear,24.9,26.998999999999995,0.54,19.0012,86,411,497,train,0.54,6.210600077024653,1_high,1_high
15301,2012-10-04,4_fall,2012,10,17,0,4_Thu,Yes,1_clear,24.9,26.998999999999995,0.51,15.001299999999999,112,789,901,train,0.51,6.804614520062624,1_high,2_very_high
15302,2012-10-04,4_fall,2012,10,18,0,4_Thu,Yes,1_clear,23.020000000000003,24.999200000000002,0.57,7.0015,75,812,887,train,0.57,6.78897174299217,1_high,2_very_high
15303,2012-10-04,4_fall,2012,10,19,0,4_Thu,Yes,1_clear,23.020000000000003,24.999200000000002,0.57,7.0015,67,467,534,train,0.57,6.282266746896006,1_high,1_high
15304,2012-10-04,4_fall,2012,10,20,0,4_Thu,Yes,1_clear,22.080000000000002,24.0026,0.65,7.0015,50,391,441,train,0.65,6.091309882077698,1_high,1_high
15305,2012-10-04,4_fall,2012,10,21,0,4_Thu,Yes,1_clear,21.14,24.0026,0.69,NA,33,288,321,train,0.69,5.7745515455444085,0_low,0_low
15306,2012-10-04,4_fall,2012,10,22,0,4_Thu,Yes,1_clear,22.080000000000002,24.999200000000002,0.47,8.9981,29,203,232,train,0.47,5.4510384535657,0_low,0_low
15307,2012-10-04,4_fall,2012,10,23,0,4_Thu,Yes,1_clear,20.2,24.999200000000002,0.56,6.0032,18,137,155,train,0.56,5.049856007249537,0_low,0_low
15308,2012-10-05,4_fall,2012,10,00,0,5_Fri,Yes,1_clear,18.320000000000004,18.9998,0.73,NA,16,86,102,train,0.73,4.634728988229636,0_low,0_low
15309,2012-10-05,4_fall,2012,10,01,0,5_Fri,Yes,1_clear,17.380000000000003,18.0032,0.68,7.0015,3,43,46,train,0.68,3.8501476017100584,0_low,0_low
15310,2012-10-05,4_fall,2012,10,02,0,5_Fri,Yes,1_clear,17.380000000000003,18.0032,0.73,6.0032,1,10,11,train,0.73,2.4849066497880004,0_low,0_low
15311,2012-10-05,4_fall,2012,10,03,0,5_Fri,Yes,1_clear,17.380000000000003,18.0032,0.73,NA,5,11,16,train,0.73,2.833213344056216,0_low,0_low
15312,2012-10-05,4_fall,2012,10,04,0,5_Fri,Yes,1_clear,17.380000000000003,18.0032,0.77,NA,0,11,11,train,0.77,2.4849066497880004,0_low,0_low
15313,2012-10-05,4_fall,2012,10,05,NA,5_Fri,Yes,1_clear,16.44,17,0.77,NA,0,41,41,train,0.77,3.7376696182833684,0_low,0_low
15314,2012-10-05,4_fall,2012,10,06,0,5_Fri,Yes,1_clear,16.44,17,0.83,NA,4,133,137,train,0.83,4.927253685157205,0_low,0_low
15315,2012-10-05,4_fall,2012,10,07,0,5_Fri,Yes,1_clear,16.44,17,0.83,7.0015,11,417,428,train,0.83,6.061456918928017,1_high,1_high
15316,2012-10-05,4_fall,2012,10,08,0,5_Fri,Yes,1_clear,19.259999999999998,20.003,0.64,NA,36,749,785,train,0.64,6.666956792429207,1_high,2_very_high
15317,2012-10-05,4_fall,2012,10,09,0,5_Fri,Yes,1_clear,20.2,24.0026,0.6,6.0032,58,326,384,train,0.6,5.953243334287785,1_high,1_high
15318,2012-10-05,4_fall,2012,10,10,0,5_Fri,Yes,1_clear,23.020000000000003,24.999200000000002,0.54,NA,68,192,260,train,0.54,5.564520407322694,0_low,0_low
15319,2012-10-05,4_fall,2012,10,11,0,5_Fri,Yes,1_clear,24.9,26.998999999999995,0.48,12.998000000000001,90,214,304,train,0.48,5.720311776607412,0_low,0_low
15320,2012-10-05,4_fall,2012,10,12,0,5_Fri,Yes,1_clear,25.839999999999996,26.998999999999995,0.42,11.0014,161,307,468,train,0.42,6.150602768446279,1_high,1_high
15321,2012-10-05,4_fall,2012,10,13,0,5_Fri,Yes,1_clear,24.9,26.998999999999995,0.48,NA,117,307,424,train,0.48,6.052089168924417,1_high,1_high
15322,2012-10-05,4_fall,2012,10,14,0,5_Fri,Yes,1_clear,26.78,26.998999999999995,0.37,15.001299999999999,113,287,400,train,0.37,5.993961427306569,1_high,1_high
15323,2012-10-05,4_fall,2012,10,15,0,5_Fri,Yes,1_clear,25.839999999999996,26.998999999999995,0.39,16.997899999999998,150,320,470,train,0.39,6.154858094016418,1_high,1_high
15324,2012-10-05,4_fall,2012,10,16,0,5_Fri,Yes,1_clear,25.839999999999996,26.998999999999995,0.37,NA,153,481,634,train,0.37,6.453624998892692,1_high,2_very_high
15325,2012-10-05,4_fall,2012,10,17,0,5_Fri,Yes,1_clear,24.9,26.002399999999994,0.42,11.0014,158,742,900,train,0.42,6.803505257608338,1_high,2_very_high
15326,2012-10-05,4_fall,2012,10,18,0,5_Fri,Yes,1_clear,22.080000000000002,24.999200000000002,0.57,8.9981,106,655,761,train,0.57,6.635946555686647,1_high,2_very_high
15327,2012-10-05,4_fall,2012,10,19,NA,5_Fri,Yes,1_clear,21.14,22.9994,0.73,11.0014,67,433,500,train,0.73,6.2166061010848646,1_high,1_high
15328,2012-10-05,4_fall,2012,10,20,0,5_Fri,Yes,1_clear,20.2,22.0028,0.78,8.9981,66,306,372,train,0.78,5.921578419643816,1_high,1_high
15329,2012-10-05,4_fall,2012,10,21,0,5_Fri,Yes,1_clear,20.2,22.9994,0.69,15.001299999999999,47,220,267,train,0.69,5.5909869805108565,0_low,0_low
15330,2012-10-05,4_fall,2012,10,22,0,5_Fri,Yes,1_clear,20.2,22.9994,0.73,19.0012,63,201,264,train,0.73,5.579729825986222,0_low,0_low
15331,2012-10-05,4_fall,2012,10,23,NA,5_Fri,Yes,1_clear,19.259999999999998,20.003,0.78,15.001299999999999,23,148,171,train,0.78,5.147494476813453,0_low,0_low
15332,2012-10-06,4_fall,2012,10,00,0,6_Sat,No,1_clear,18.320000000000004,18.9998,0.83,11.0014,37,154,191,train,0.83,5.2574953720277815,0_low,0_low
15333,2012-10-06,4_fall,2012,10,01,0,6_Sat,No,1_clear,18.320000000000004,18.9998,0.83,16.997899999999998,25,116,141,train,0.83,4.955827057601261,0_low,0_low
15334,2012-10-06,4_fall,2012,10,02,0,6_Sat,No,1_clear,18.320000000000004,18.9998,0.78,12.998000000000001,13,62,75,train,0.78,4.330733340286331,0_low,0_low
15335,2012-10-06,4_fall,2012,10,03,0,6_Sat,No,1_clear,17.380000000000003,18.0032,0.77,15.001299999999999,2,54,56,train,0.77,4.04305126783455,0_low,0_low
15336,2012-10-06,4_fall,2012,10,04,NA,6_Sat,No,1_clear,17.380000000000003,18.0032,0.83,16.997899999999998,4,7,11,train,0.83,2.4849066497880004,0_low,0_low
15337,2012-10-06,4_fall,2012,10,05,0,6_Sat,No,1_clear,17.380000000000003,18.0032,0.83,12.998000000000001,2,8,10,train,0.83,2.3978952727983707,0_low,0_low
15338,2012-10-06,4_fall,2012,10,06,0,6_Sat,No,1_clear,17.380000000000003,18.0032,0.88,16.997899999999998,2,28,30,train,0.88,3.4339872044851463,0_low,0_low
15339,2012-10-06,4_fall,2012,10,07,0,6_Sat,No,1_clear,17.380000000000003,18.0032,0.83,19.999499999999998,13,71,84,train,0.83,4.442651256490317,0_low,0_low
15340,2012-10-06,4_fall,2012,10,08,0,6_Sat,No,1_clear,18.320000000000004,18.9998,0.83,12.998000000000001,22,184,206,train,0.83,5.332718793265369,0_low,0_low
15341,2012-10-06,4_fall,2012,10,09,0,6_Sat,No,1_clear,20.2,22.9994,0.73,12.998000000000001,130,265,395,train,0.73,5.981414211254481,1_high,1_high
15342,2012-10-06,4_fall,2012,10,10,0,6_Sat,No,1_clear,21.14,24.0026,0.69,19.0012,198,341,539,train,0.69,6.29156913955832,1_high,1_high
15343,2012-10-06,4_fall,2012,10,11,0,6_Sat,No,1_clear,22.080000000000002,24.0026,0.65,16.997899999999998,258,389,647,train,0.65,6.473890696352274,1_high,2_very_high
15344,2012-10-06,4_fall,2012,10,12,0,6_Sat,No,1_clear,24.9,26.998999999999995,0.54,7.0015,362,381,743,train,0.54,6.612041034833092,1_high,2_very_high
15345,2012-10-06,4_fall,2012,10,13,NA,6_Sat,No,2_misty,22.080000000000002,24.999200000000002,0.57,35.0008,310,400,710,train,0.57,6.566672429803241,1_high,2_very_high
15346,2012-10-06,4_fall,2012,10,14,0,6_Sat,No,2_misty,20.2,24.999200000000002,0.56,27.999299999999998,269,307,576,train,0.56,6.3578422665081,1_high,2_very_high
15347,2012-10-06,4_fall,2012,10,15,NA,6_Sat,No,1_clear,20.2,24.999200000000002,0.46,27.999299999999998,279,341,620,train,0.46,6.431331081933479,1_high,2_very_high
15348,2012-10-06,4_fall,2012,10,16,0,6_Sat,No,1_clear,20.2,24.999200000000002,0.43,35.0008,317,342,659,train,0.43,6.492239835020471,1_high,2_very_high
15349,2012-10-06,4_fall,2012,10,17,0,6_Sat,No,1_clear,17.380000000000003,18.0032,0.49,26.0027,268,342,610,train,0.49,6.415096959171596,1_high,2_very_high
15350,2012-10-06,4_fall,2012,10,18,0,6_Sat,No,1_clear,16.44,17,0.48,27.999299999999998,183,312,495,train,0.48,6.206575926724928,1_high,1_high
15351,2012-10-06,4_fall,2012,10,19,0,6_Sat,No,1_clear,14.559999999999999,15.0002,0.55,15.001299999999999,102,239,341,train,0.55,5.834810737062605,1_high,1_high
15352,2012-10-06,4_fall,2012,10,20,0,6_Sat,No,1_clear,14.559999999999999,15.0002,0.55,16.997899999999998,75,172,247,train,0.55,5.5134287461649825,0_low,0_low
15353,2012-10-06,4_fall,2012,10,21,0,6_Sat,No,1_clear,13.620000000000001,13.997,0.59,8.9981,78,137,215,train,0.59,5.375278407684165,0_low,0_low
15354,2012-10-06,4_fall,2012,10,22,0,6_Sat,No,1_clear,12.68,13.000399999999999,0.62,8.9981,45,140,185,train,0.62,5.225746673713202,0_low,0_low
15355,2012-10-06,4_fall,2012,10,23,0,6_Sat,No,1_clear,12.68,13.000399999999999,0.62,8.9981,37,142,179,train,0.62,5.19295685089021,0_low,0_low
15356,2012-10-07,4_fall,2012,10,00,0,0_Sun,No,1_clear,12.68,13.000399999999999,0.62,11.0014,28,99,127,train,0.62,4.852030263919617,0_low,0_low
15357,2012-10-07,4_fall,2012,10,01,0,0_Sun,No,1_clear,12.68,13.000399999999999,0.54,15.001299999999999,29,80,109,train,0.54,4.700480365792417,0_low,0_low
15358,2012-10-07,4_fall,2012,10,02,0,0_Sun,No,1_clear,11.739999999999998,11.997200000000003,0.62,8.9981,10,64,74,train,0.62,4.31748811353631,0_low,0_low
15359,2012-10-07,4_fall,2012,10,03,0,0_Sun,No,2_misty,12.68,13.000399999999999,0.62,8.9981,5,17,22,train,0.62,3.1354942159291497,0_low,0_low
15360,2012-10-07,4_fall,2012,10,04,0,0_Sun,No,2_misty,12.68,13.000399999999999,0.54,16.997899999999998,5,6,11,train,0.54,2.4849066497880004,0_low,0_low
15361,2012-10-07,4_fall,2012,10,05,NA,0_Sun,No,2_misty,12.68,13.000399999999999,0.54,8.9981,2,8,10,train,0.54,2.3978952727983707,0_low,0_low
15362,2012-10-07,4_fall,2012,10,06,0,0_Sun,No,2_misty,12.68,13.000399999999999,0.54,12.998000000000001,4,19,23,train,0.54,3.1780538303479458,0_low,0_low
15363,2012-10-07,4_fall,2012,10,07,0,0_Sun,No,3_light rain,11.739999999999998,11.997200000000003,0.58,11.0014,6,29,35,train,0.58,3.58351893845611,0_low,0_low
15364,2012-10-07,4_fall,2012,10,08,0,0_Sun,No,3_light rain,11.739999999999998,11.997200000000003,0.67,8.9981,11,51,62,train,0.67,4.143134726391533,0_low,0_low
15365,2012-10-07,4_fall,2012,10,09,0,0_Sun,No,3_light rain,10.8,11.000600000000002,0.71,8.9981,16,70,86,train,0.71,4.465908118654584,0_low,0_low
15366,2012-10-07,4_fall,2012,10,10,0,0_Sun,No,2_misty,11.739999999999998,11.997200000000003,0.67,12.998000000000001,41,144,185,train,0.67,5.225746673713202,0_low,0_low
15367,2012-10-07,4_fall,2012,10,11,0,0_Sun,No,2_misty,11.739999999999998,11.997200000000003,0.71,7.0015,76,260,336,train,0.71,5.820082930352362,1_high,1_high
15368,2012-10-07,4_fall,2012,10,12,0,0_Sun,No,2_misty,11.739999999999998,11.997200000000003,0.71,NA,100,292,392,train,0.71,5.973809611869261,1_high,1_high
15369,2012-10-07,4_fall,2012,10,13,0,0_Sun,No,2_misty,12.68,13.000399999999999,0.72,6.0032,80,240,320,train,0.72,5.771441123130016,0_low,0_low
15370,2012-10-07,4_fall,2012,10,14,0,0_Sun,No,2_misty,12.68,13.000399999999999,0.67,NA,71,243,314,train,0.67,5.752572638825633,0_low,0_low
15371,2012-10-07,4_fall,2012,10,15,0,0_Sun,No,3_light rain,11.739999999999998,11.997200000000003,0.77,8.9981,74,232,306,train,0.77,5.726847747587197,0_low,0_low
15372,2012-10-07,4_fall,2012,10,16,0,0_Sun,No,3_light rain,10.8,11.000600000000002,0.82,11.0014,87,246,333,train,0.82,5.811140992976701,1_high,1_high
15373,2012-10-07,4_fall,2012,10,17,0,0_Sun,No,3_light rain,10.8,11.000600000000002,0.82,15.001299999999999,35,122,157,train,0.82,5.062595033026967,0_low,0_low
15374,2012-10-07,4_fall,2012,10,18,0,0_Sun,No,3_light rain,10.8,11.000600000000002,0.82,12.998000000000001,24,82,106,train,0.82,4.672828834461906,0_low,0_low
15375,2012-10-07,4_fall,2012,10,19,0,0_Sun,No,2_misty,10.8,11.000600000000002,0.82,7.0015,17,97,114,train,0.82,4.74493212836325,0_low,0_low
15376,2012-10-07,4_fall,2012,10,20,0,0_Sun,No,1_clear,10.8,11.000600000000002,0.82,8.9981,19,97,116,train,0.82,4.762173934797756,0_low,0_low
15377,2012-10-07,4_fall,2012,10,21,0,0_Sun,No,1_clear,9.86,9.997399999999999,0.87,7.0015,22,91,113,train,0.87,4.736198448394496,0_low,0_low
15378,2012-10-07,4_fall,2012,10,22,0,0_Sun,No,1_clear,9.86,9.997399999999999,0.87,8.9981,7,72,79,train,0.87,4.382026634673881,0_low,0_low
15379,2012-10-07,4_fall,2012,10,23,0,0_Sun,No,1_clear,8.919999999999998,7.000999999999998,0.93,8.9981,12,68,80,train,0.93,4.394449154672439,0_low,0_low
15380,2012-10-08,4_fall,2012,10,00,1,1_Mon,No,1_clear,9.86,9.997399999999999,0.76,19.0012,7,44,51,train,0.76,3.9512437185814275,0_low,0_low
15381,2012-10-08,4_fall,2012,10,01,1,1_Mon,No,1_clear,7.98,5.997799999999998,0.87,11.0014,2,35,37,train,0.87,3.6375861597263857,0_low,0_low
15382,2012-10-08,4_fall,2012,10,02,1,1_Mon,No,1_clear,7.98,5.997799999999998,0.81,12.998000000000001,3,12,15,train,0.81,2.772588722239781,0_low,0_low
15383,2012-10-08,4_fall,2012,10,03,1,1_Mon,No,1_clear,7.98,7.000999999999998,0.81,7.0015,2,8,10,train,0.81,2.3978952727983707,0_low,0_low
15384,2012-10-08,4_fall,2012,10,04,1,1_Mon,No,1_clear,7.040000000000001,5.997799999999998,0.87,8.9981,1,6,7,train,0.87,2.0794415416798357,0_low,0_low
15385,2012-10-08,4_fall,2012,10,05,1,1_Mon,No,1_clear,7.98,5.001199999999997,0.76,15.001299999999999,2,17,19,train,0.76,2.995732273553991,0_low,0_low
15386,2012-10-08,4_fall,2012,10,06,1,1_Mon,No,1_clear,7.98,7.000999999999998,0.76,7.0015,5,54,59,train,0.76,4.0943445622221,0_low,0_low
